,ID,song1,song2,song3,song4,song5
32131,32131,16187,40394,38383,7506,7342
32132,32132,32140,10142,420,1998,43660
32133,32133,33808,16575,37708,49622,34964
32134,32134,15259,39511,30673,7103,46036
32135,32135,6472,30589,26504,36209,6568
32136,32136,21392,22451,8436,23061,4564
32137,32137,40409,46636,10509,1775,43032
32138,32138,12997,16371,11310,41049,19151
32139,32139,5640,21457,29609,16870,3555
32140,32140,32132,4352,10142,1998,14393
32141,32141,22333,51700,19353,50735,13378
32142,32142,11988,46530,12993,46726,52885
32143,32143,25789,42668,6880,7055,50704
32144,32144,43169,56831,9807,41929,41178
32145,32145,891,57046,36671,5636,5080
32146,32146,55107,18595,44218,40398,2484
32147,32147,36842,1532,24377,29368,23713
32148,32148,14774,54146,41967,33343,39805
32149,32149,45259,17922,56103,51267,51279
32150,32150,28793,45457,17575,43780,16701
32151,32151,10954,26535,27626,17603,9606
32152,32152,54996,6637,10393,48620,40536
32153,32153,7658,48501,41946,17296,21270
32154,32154,53078,15268,31469,12249,21920
32155,32155,29875,55033,46160,31733,31481
32156,32156,18776,43651,30042,7331,1557
32157,32157,12694,12916,25393,3992,39582
32158,32158,27655,47643,10970,42946,55370
32159,32159,13655,32383,7878,6221,5681
32160,32160,41826,38073,23188,37568,15932
32161,32161,48117,991,49257,23075,39931
32162,32162,49417,14194,35623,28392,39471
32163,32163,2416,21039,52205,53254,28579
32164,32164,28285,52573,41298,48237,28589
32165,32165,30493,4625,17705,5645,11435
32166,32166,34792,54216,48754,7252,21864
32167,32167,5820,790,8045,57201,54297
32168,32168,2252,36904,40353,19674,45539
32169,32169,695,29247,25343,491,33513
32170,32170,45748,37875,1814,30491,56799
32171,32171,11097,16975,38948,56381,28576
32172,32172,25819,35046,3600,55691,53505
32173,32173,14263,6245,43418,29315,38287
32174,32174,54616,7994,19959,1262,47471
32175,32175,41898,39265,43819,33172,5790
32176,32176,35564,37906,40636,51293,28284
32177,32177,33768,29474,56981,23484,33800
32178,32178,36145,36289,24040,41127,13556
32179,32179,50349,3117,14399,49069,41734
32180,32180,41359,23788,31686,39815,1336
32181,32181,7215,53124,57554,48877,16212
32182,32182,36965,22334,28055,57070,36611
32183,32183,54883,3366,35242,56151,6658
32184,32184,25804,53449,37318,26520,13218
32185,32185,22278,151,22345,5733,57063
32186,32186,46535,27673,19351,48639,10988
32187,32187,36968,34843,55,8127,49867
32188,32188,52932,23820,2539,43109,30587
32189,32189,51351,49529,49718,4376,39861
32190,32190,46546,12763,31786,29903,51688
32191,32191,42330,720,48615,43570,5070
32192,32192,19304,3034,45603,39031,22248
32193,32193,11811,42432,54776,11424,50921
32194,32194,19290,48047,20440,41989,3438
32195,32195,22334,35904,3732,33394,20681
32196,32196,19812,16872,49935,49909,5698
32197,32197,24463,27756,16565,46187,42360
32198,32198,5617,32106,994,46599,12244
32199,32199,13746,5176,28124,2885,24129
32200,32200,50081,13647,5143,892,24405
32201,32201,51821,41934,19333,28563,17832
32202,32202,39631,4352,14574,29608,14393
32203,32203,7048,24772,42447,26418,15161
32204,32204,45961,20640,45709,38421,40169
32205,32205,49919,46369,23670,38655,55075
32206,32206,6963,53652,42391,7495,57336
32207,32207,2229,34072,18147,1223,46390
32208,32208,8270,22454,33554,30541,19262
32209,32209,41035,33793,21341,37901,17258
32210,32210,48911,10151,53110,1823,56173
32211,32211,55669,29928,30622,40745,19031
32212,32212,22646,9431,50997,10318,55492
32213,32213,18708,26876,40769,999,12249
32214,32214,44836,15502,11623,24531,30911
32215,32215,8744,3594,32278,7264,41039
32216,32216,41065,8852,51781,5853,45768
32217,32217,51599,30142,2165,17212,16559
32218,32218,10142,37702,43100,30657,17385
32219,32219,57190,36684,31245,35645,32486
32220,32220,52594,28108,10454,56004,6379
32221,32221,3540,23272,18514,15395,33705
32222,32222,7810,35815,10371,1942,12814
32223,32223,19033,46700,42498,1910,40527
32224,32224,4352,14574,21881,52271,14393
32225,32225,15956,22956,52931,33438,28068
32226,32226,22004,41826,15877,15443,57094
32227,32227,3760,52975,23412,37842,18496
32228,32228,4967,17820,37150,12576,10756
32229,32229,4643,54345,23028,39194,46904
32230,32230,18330,29339,33101,46695,52378
32231,32231,57227,7558,18074,21584,35703
32232,32232,9916,25999,807,32442,29283
32233,32233,20341,9795,23547,45785,48871
32234,32234,39732,45921,29387,13269,33164
32235,32235,53859,40083,11688,53661,53662
32236,32236,45483,35067,10688,39774,27232
32237,32237,17033,35313,1158,53919,5431
32238,32238,45297,38540,2276,45872,38004
32239,32239,53795,28382,7822,28250,12553
32240,32240,55035,56320,13001,10421,254
32241,32241,41892,39559,21951,53259,10053
32242,32242,23149,50641,31483,24625,56817
32243,32243,49732,15199,14386,32652,5753
32244,32244,54093,44476,25175,32258,2740
32245,32245,23685,41756,1945,15699,44087
32246,32246,34801,43979,34800,30506,47103
32247,32247,19495,15217,2277,48392,36441
32248,32248,5228,48215,22922,24475,46495
32249,32249,35338,12119,24348,52593,5074
32250,32250,15273,57261,16469,49716,14511
32251,32251,53029,39883,34517,36210,41669
32252,32252,22091,55814,34842,38280,34804
32253,32253,41900,21726,7285,5766,32244
32254,32254,6240,57544,16479,49213,18607
32255,32255,6842,56736,4459,32941,17901
32256,32256,17286,9284,25793,43212,21997
32257,32257,1871,20225,6480,18363,15110
32258,32258,46287,8865,8957,57485,32244
32259,32259,34743,45503,14496,56769,22047
32260,32260,37545,22245,16476,8581,6446
32261,32261,37010,54310,56732,3069,42040
32262,32262,34425,4800,19364,26466,30606
32263,32263,32194,48094,30309,41983,37984
32264,32264,41645,14495,36410,6278,11531
32265,32265,17117,45579,42893,5669,53880
32266,32266,12225,46923,37622,12944,37355
32267,32267,31421,21711,34787,39176,37322
32268,32268,41077,5737,41622,40815,5774
32269,32269,41894,56747,29856,16742,9213
32270,32270,5746,32279,2030,22089,213
32271,32271,15950,41625,8333,57461,19962
32272,32272,57350,9447,8884,46806,8285
32273,32273,19997,51576,41626,5791,15098
32274,32274,5755,5724,16597,49854,49203
32275,32275,34612,5779,20359,14163,18246
32276,32276,11567,23034,41890,37552,40371
32277,32277,22309,30514,6228,34786,45732
32278,32278,3594,7264,32733,57487,41039
32279,32279,5746,32280,2030,22089,213
32280,32280,44970,6846,39961,45071,14613
32281,32281,28331,5739,39852,10052,10507
32282,32282,8865,36848,37327,32258,34280
32283,32283,40713,31978,10521,41599,25833
32284,32284,34101,56159,36427,32082,54973
32285,32285,43750,51732,33343,10630,54999
32286,32286,4520,45175,33424,21703,5430
32287,32287,20680,21723,54875,56302,41623
32288,32288,10972,46882,21497,11672,47725
32289,32289,16268,42415,30077,49433,39544
32290,32290,20868,47867,17671,17288,8414
32291,32291,42077,25934,32765,41031,4426
32292,32292,29658,20755,14196,1918,19920
32293,32293,54622,4943,31763,952,36767
32294,32294,44369,12243,54065,13815,18464
32295,32295,36626,49014,22345,30126,45400
32296,32296,10496,38990,679,38628,34998
32297,32297,17285,32994,19164,929,32467
32298,32298,40962,54366,40297,22259,52580
32299,32299,24829,34066,24989,56102,34971
32300,32300,2619,55977,10802,48042,30911
32301,32301,46122,6279,4387,8243,56101
32302,32302,37048,22804,38764,22492,32110
32303,32303,44390,54591,20904,2,42694
32304,32304,19573,23207,32741,50174,7029
32305,32305,21037,41436,6269,76,6555
32306,32306,2366,13263,41021,39485,30676
32307,32307,29416,11410,15167,45563,32249
32308,32308,35935,49095,7728,33849,7805
32309,32309,21785,7008,17119,649,8754
32310,32310,15600,10757,12521,32000,24509
32311,32311,6101,19975,42497,30638,46873
32312,32312,22169,28755,54438,8747,47026
32313,32313,25893,6838,24438,27259,24561
32314,32314,56641,33160,19380,54611,948
32315,32315,29539,52865,5826,21424,14689
32316,32316,34216,49117,1994,17295,26698
32317,32317,33175,32228,45958,12037,46654
32318,32318,33913,44770,42680,35869,6891
32319,32319,4337,11261,47378,12293,37567
32320,32320,3728,19497,27643,49256,19011
32321,32321,46450,4521,52657,53424,13549
32322,32322,7046,53256,150,46894,1416
32323,32323,39234,49238,48840,36302,18656
32324,32324,56619,24573,48654,1404,24639
32325,32325,8353,6716,7523,30531,27095
32326,32326,18475,44402,21123,23869,11005
32327,32327,54151,19227,54471,48616,4000
32328,32328,38890,1860,13730,49427,42810
32329,32329,15546,37144,34613,16596,19440
32330,32330,49125,41201,5397,17235,21358
32331,32331,24971,37148,15319,25268,43440
32332,32332,5239,22313,25300,14915,8773
32333,32333,35424,3558,24378,34617,36767
32334,32334,53563,10030,26392,16086,50048
32335,32335,42453,3326,9265,37727,36623
32336,32336,51564,39565,18711,7308,21452
32337,32337,8739,39001,42897,44774,50971
32338,32338,13732,40962,40297,30496,57497
32339,32339,43633,41375,40058,13506,24353
32340,32340,13845,17087,51939,14928,11141
32341,32341,41543,42642,40572,39046,23629
32342,32342,16727,52688,12741,40948,24244
32343,32343,33807,11315,36556,11763,21227
32344,32344,45165,5666,35365,16197,21308
32345,32345,2565,34081,29892,24035,54135
32346,32346,20765,54934,17263,689,53444
32347,32347,11266,55168,2335,52209,28478
32348,32348,6577,17514,2350,32353,39846
32349,32349,2658,52441,38421,25735,55957
32350,32350,22966,24598,3198,29760,5945
32351,32351,38853,45790,36143,3877,42857
32352,32352,19765,13889,21033,16245,52418
32353,32353,32348,6577,17514,2350,39846
32354,32354,43384,2696,19051,37953,26825
32355,32355,15154,54558,33310,52126,41030
32356,32356,20868,32290,47867,17288,8414
32357,32357,55254,38159,27143,54326,15830
32358,32358,8953,41474,12676,45061,18088
32359,32359,46595,968,6810,6791,42481
32360,32360,51549,55204,43967,44520,24067
32361,32361,21595,17551,19737,4299,26503
32362,32362,31377,7326,4074,23112,50467
32363,32363,19759,24471,4546,13197,36906
32364,32364,4373,30383,53257,11715,2412
32365,32365,45948,14521,38729,40777,12854
32366,32366,53383,5343,19225,37746,37517
32367,32367,41847,34244,18525,3602,763
32368,32368,45289,41817,46738,3816,52871
32369,32369,57167,15443,49793,46869,2385
32370,32370,45320,1295,15752,6955,51099
32371,32371,56443,17152,45622,27444,54572
32372,32372,56364,19723,22216,28069,9424
32373,32373,55381,54610,32374,48103,26981
32374,32374,55381,54610,32373,48103,26981
32375,32375,13120,35313,1158,53919,9304
32376,32376,14505,28008,55539,30471,19105
32377,32377,2274,53489,40671,7106,31921
32378,32378,27084,53034,1363,460,32461
32379,32379,22644,47628,6103,6092,17725
32380,32380,23693,51117,7932,18837,18027
32381,32381,52359,5560,27446,45692,36005
32382,32382,2012,33508,38247,46077,16646
32383,32383,13655,22970,32159,46581,5681
32384,32384,38367,56978,43176,26958,43077
32385,32385,48118,16887,32438,,
32386,32386,1772,14712,1771,16978,6299
32387,32387,8635,2009,44336,45285,11727
32388,32388,25863,42948,33776,14638,3461
32389,32389,37504,18475,44402,23869,11005
32390,32390,8705,1503,36232,38806,56512
32391,32391,12999,15652,11829,50062,3152
32392,32392,7865,43100,35875,35715,899
32393,32393,2432,22514,12519,29341,5961
32394,32394,52293,34391,4895,6446,26348
32395,32395,56220,51909,26688,54313,21273
32396,32396,42136,27060,25274,6374,31032
32397,32397,31133,37153,21712,21776,1861
32398,32398,12340,23776,5499,1370,25119
32399,32399,49957,21213,35547,26216,57347
32400,32400,6822,55650,30530,37454,28623
32401,32401,52785,48951,46411,40000,31126
32402,32402,28781,18735,32163,51149,2913
32403,32403,15578,44805,7595,41986,17779
32404,32404,52777,34493,56204,53051,43258
32405,32405,44641,8989,17598,43688,40581
32406,32406,10472,23167,5884,9910,31917
32407,32407,50701,13686,38899,19688,13299
32408,32408,38210,18688,27572,22233,8067
32409,32409,10173,10773,31929,5954,55730
32410,32410,41271,141,2093,15441,40530
32411,32411,33433,2626,41172,252,23996
32412,32412,25079,5614,7449,40749,53366
32413,32413,20475,16755,37663,9814,31505
32414,32414,19743,34034,13750,16311,28376
32415,32415,41970,51091,16599,14680,17775
32416,32416,18261,19278,3198,28973,51417
32417,32417,21417,50504,28056,44020,25126
32418,32418,13630,43032,22181,808,18223
32419,32419,45834,34604,37556,51595,7147
32420,32420,52903,14624,7612,32565,31595
32421,32421,40466,6107,46236,14308,27339
32422,32422,35852,55155,45777,38063,14743
32423,32423,23348,31363,38668,38593,38357
32424,32424,43119,36563,3641,55082,15466
32425,32425,52949,26510,48103,39417,52714
32426,32426,42646,42263,56492,55556,38649
32427,32427,55190,10012,24736,1907,6489
32428,32428,25018,21150,14837,19548,14523
32429,32429,3354,15473,49964,50265,16983
32430,32430,52069,18557,21593,37034,40241
32431,32431,29468,18650,30409,53509,37643
32432,32432,29648,11669,7021,57494,57109
32433,32433,18408,5723,34456,8916,32441
32434,32434,22430,43542,38950,50992,34475
32435,32435,17552,42720,37619,20811,16670
32436,32436,40805,14160,27592,1642,27073
32437,32437,42247,35227,9751,43227,6
32438,32438,11476,50463,26088,620,46797
32439,32439,24670,37183,31677,46626,12472
32440,32440,52433,38248,40207,7960,11800
32441,32441,5723,34456,25048,8916,2785
32442,32442,28717,55343,34084,37569,40918
32443,32443,50699,53258,53268,47727,668
32444,32444,28334,45336,33763,49018,12623
32445,32445,28586,51647,17411,28900,8011
32446,32446,12909,12969,43789,52370,3082
32447,32447,4640,21783,23656,28065,38410
32448,32448,2120,26602,17561,19381,14321
32449,32449,40094,13016,30118,52573,17247
32450,32450,40938,8646,47324,52825,350
32451,32451,44987,39738,56364,9182,2737
32452,32452,16240,26939,53514,345,9778
32453,32453,576,24207,34084,20654,52853
32454,32454,4870,31146,52979,46827,15327
32455,32455,14337,36599,34339,445,38607
32456,32456,16016,3075,1959,39572,52920
32457,32457,37504,18475,44402,23869,11005
32458,32458,20203,3194,52908,12436,14429
32459,32459,38279,52704,26669,3457,830
32460,32460,17707,22346,11139,2363,1955
32461,32461,9198,27084,51845,51344,17420
32462,32462,40340,16938,55034,48020,14061
32463,32463,53061,42474,15505,27193,30676
32464,32464,20023,49526,40327,47507,26826
32465,32465,46239,13073,27184,45080,33665
32466,32466,42135,32228,33175,55350,35179
32467,32467,1678,17285,22355,28600,21458
32468,32468,55777,24533,10279,54673,11105
32469,32469,16071,15929,49108,31561,2614
32470,32470,54626,14768,29267,43029,47361
32471,32471,26871,945,12839,33880,6983
32472,32472,17323,2301,28903,20209,7334
32473,32473,49575,29005,43308,48020,55485
32474,32474,40873,53398,15190,13180,42639
32475,32475,18692,34195,27683,56900,33133
32476,32476,12480,23460,47911,53051,27905
32477,32477,43121,19807,27947,11740,7059
32478,32478,34805,39848,1183,48466,32154
32479,32479,52259,31148,52921,31544,13006
32480,32480,56919,38866,34087,47817,6218
32481,32481,23219,1935,33833,54725,47064
32482,32482,53697,38795,44202,32734,3193
32483,32483,6478,498,36507,16739,26539
32484,32484,26333,6303,40652,25428,37730
32485,32485,49272,53314,5574,31790,24176
32486,32486,43777,57190,36684,31245,11094
32487,32487,35579,38011,43602,16260,34762
32488,32488,47056,8603,55029,12667,27513
32489,32489,57616,52496,36817,20356,16705
32490,32490,32508,29630,42350,47830,48037
32491,32491,39652,37629,47703,57104,7294
32492,32492,22474,5982,27433,40987,28127
32493,32493,21735,31125,25202,13785,37548
32494,32494,57396,50573,19585,13292,55471
32495,32495,2714,5068,41559,53466,17125
32496,32496,44666,7695,15682,16299,2006
32497,32497,41974,31227,41742,10027,45203
32498,32498,36968,32187,34843,8127,49867
32499,32499,34439,54780,50207,6764,26438
32500,32500,13623,22422,265,25234,56479
32501,32501,4252,43158,48689,33347,43005
32502,32502,51984,23411,52816,19010,51255
32503,32503,29285,19266,26878,4617,55230
32504,32504,10360,299,4755,25363,46441
32505,32505,41443,10789,33619,11710,10112
32506,32506,28508,2961,44567,29500,46229
32507,32507,54320,54017,41732,9124,26837
32508,32508,22444,29630,2005,32490,47830
32509,32509,44690,8325,41644,34403,39126
32510,32510,32145,20111,56448,5636,42850
32511,32511,51866,48627,16715,33216,36983
32512,32512,46352,47375,40649,1919,14528
32513,32513,20045,17133,53214,13301,14169
32514,32514,43426,41867,11150,57052,41407
32515,32515,29922,56567,16396,31821,52169
32516,32516,36220,521,35208,53610,50514
32517,32517,1376,52210,33015,2956,38801
32518,32518,44611,21280,24452,34691,33952
32519,32519,14499,34582,6464,49216,47884
32520,32520,31026,45758,40546,52460,10134
32521,32521,30143,24373,5921,41528,19011
32522,32522,42762,8042,30918,54806,40134
32523,32523,45911,42387,37281,40701,18656
32524,32524,35170,40198,26127,43522,10298
32525,32525,27655,47643,10970,42946,55370
32526,32526,23663,22229,15653,2744,35765
32527,32527,26146,18268,9592,5001,8747
32528,32528,25823,34830,57509,55117,33335
32529,32529,49619,12939,26421,49738,40456
32530,32530,4643,54345,23028,39194,46904
32531,32531,53494,37014,16444,55573,35411
32532,32532,40713,51496,47177,18789,14618
32533,32533,38455,14142,2306,49838,24828
32534,32534,14021,16933,28147,47978,48050
32535,32535,40827,5846,13618,17866,22085
32536,32536,29067,56397,1370,31022,49903
32537,32537,18544,23391,7642,54165,27407
32538,32538,39183,38213,44766,41445,47923
32539,32539,6528,25076,43749,48050,38846
32540,32540,10658,53045,15792,56927,25176
32541,32541,28529,9737,37179,14252,34220
32542,32542,11013,38751,22357,56240,15445
32543,32543,43718,486,41291,40508,6492
32544,32544,47663,43245,19251,3048,55978
32545,32545,13234,6793,26745,45085,18305
32546,32546,14162,4303,26930,26267,26058
32547,32547,37057,2768,41407,29555,38399
32548,32548,3028,12132,28971,27221,48967
32549,32549,5746,32279,2030,22089,213
32550,32550,21654,2891,11820,26239,18166
32551,32551,34722,54117,42517,39726,5077
32552,32552,44334,33125,41813,48542,24800
32553,32553,5402,24645,46087,53082,26015
32554,32554,23833,47934,33221,43182,25827
32555,32555,52843,50990,7177,10181,22319
32556,32556,52529,46777,6390,54766,22570
32557,32557,1922,26217,28542,26105,52383
32558,32558,13908,10043,6021,25561,20195
32559,32559,36220,521,35208,53610,5629
32560,32560,25694,12471,41055,2533,3497
32561,32561,54814,53427,24674,54531,30419
32562,32562,39864,3620,42921,21518,57304
32563,32563,52788,7309,46785,16769,1520
32564,32564,13505,15957,23085,31104,42288
32565,32565,52903,32420,14624,7612,33064
32566,32566,34363,24430,13081,24504,18959
32567,32567,47165,23534,35658,37624,31187
32568,32568,32577,55496,43365,51247,17953
32569,32569,13286,56094,56093,27680,33827
32570,32570,51591,1830,20886,1344,49580
32571,32571,23663,22229,15653,35765,24972
32572,32572,54879,34831,12670,440,16731
32573,32573,5340,16138,54201,38537,20069
32574,32574,12059,33060,43234,14648,17420
32575,32575,3843,22245,16476,8581,6446
32576,32576,39450,44063,41472,29645,39449
32577,32577,30748,10021,32568,31437,17953
32578,32578,23864,31411,984,40253,22367
32579,32579,54569,26103,31258,37607,1416
32580,32580,6254,44654,28405,30260,17229
32581,32581,53319,44369,14023,40780,13815
32582,32582,55033,35641,665,42371,32594
32583,32583,11221,34136,21602,44624,31489
32584,32584,23600,3117,14399,49069,41734
32585,32585,21875,16845,13826,12553,13379
32586,32586,39520,1548,29668,17553,32589
32587,32587,54683,27520,42437,40115,9465
32588,32588,54444,40955,16512,50603,52257
32589,32589,35407,20287,37817,21491,15912
32590,32590,8264,52817,42331,5108,54086
32591,32591,54384,23406,22922,2800,56759
32592,32592,50647,49297,33992,57244,2372
32593,32593,4802,19765,24399,18051,6492
32594,32594,24463,39852,52616,50387,53457
32595,32595,4566,50142,11339,29550,14621
32596,32596,12905,8201,26380,56047,7932
32597,32597,17936,49605,14685,55448,27177
32598,32598,12368,49241,36988,46306,57476
32599,32599,39250,57095,48500,37596,41878
32600,32600,24518,6242,54122,32067,16129
32601,32601,50151,12069,57206,48931,16329
32602,32602,5746,32279,2030,22089,213
32603,32603,46222,41664,51825,18265,45400
32604,32604,22629,11255,37581,46746,9583
32605,32605,1768,467,30033,52542,43721
32606,32606,39389,13356,20936,44679,39724
32607,32607,43989,4064,27768,7041,34001
32608,32608,14727,7752,42530,51470,37703
32609,32609,37968,40040,56145,49479,8979
32610,32610,24217,26505,39472,14699,19239
32611,32611,17707,22346,11139,44689,2363
32612,32612,42958,53172,6560,16290,19625
32613,32613,2888,661,2620,7006,1310
32614,32614,45614,50010,14664,26047,11815
32615,32615,9545,47178,22306,52749,54457
32616,32616,39388,25788,43823,13251,23121
32617,32617,30153,20600,42019,57086,11257
32618,32618,38002,30156,36710,22969,42533
32619,32619,47434,14443,19651,26808,32842
32620,32620,44334,42006,41813,1975,24800
32621,32621,23309,11149,52093,29837,3950
32622,32622,55559,4808,14577,4648,41681
32623,32623,30185,13159,12574,53755,24082
32624,32624,24009,10114,11908,41064,5091
32625,32625,7829,46844,11242,7738,27732
32626,32626,7829,11242,7738,27251,27732
32627,32627,34160,10018,52391,35009,23523
32628,32628,6838,37557,15969,39392,24561
32629,32629,50890,37642,2955,19370,44446
32630,32630,22452,9432,17639,14994,42895
32631,32631,43709,37465,7268,23376,1800
32632,32632,6326,42470,40962,18029,14548
32633,32633,9180,15097,15460,11325,54891
32634,32634,35272,37271,17494,24041,45626
32635,32635,50141,3144,30197,49424,10261
32636,32636,34901,44963,17597,22948,47345
32637,32637,224,37533,51122,21378,36082
32638,32638,36965,22334,28055,57070,36611
32639,32639,9239,5788,57034,40560,53479
32640,32640,33420,21702,47091,4546,12167
32641,32641,12452,21723,36430,54886,41623
32642,32642,20182,6461,37785,37777,9176
32643,32643,37407,49560,40911,13785,4133
32644,32644,25635,3060,8557,17548,40401
32645,32645,32535,15749,24919,37323,14743
32646,32646,7025,34156,12693,55944,7024
32647,32647,6240,49012,33765,6239,13638
32648,32648,40579,11961,21335,22422,25234
32649,32649,1932,37199,24533,46809,54289
32650,32650,1016,4039,31179,14069,41648
32651,32651,6598,38574,18639,43537,44224
32652,32652,15199,10,45742,14386,5753
32653,32653,4705,15493,46313,39461,48626
32654,32654,7426,6237,29626,39064,10137
32655,32655,14185,11765,31207,4211,37601
32656,32656,6886,28899,43389,27053,16983
32657,32657,7426,6237,38534,29626,32654
32658,32658,8785,31354,35310,2037,12230
32659,32659,56730,22586,57267,521,15344
32660,32660,56793,1752,34794,53058,56331
32661,32661,57619,24548,48515,16701,54680
32662,32662,56744,32874,40160,25497,15761
32663,32663,32642,41658,49779,41961,38415
32664,32664,49724,39172,31207,16703,57499
32665,32665,13025,17510,14320,22745,16705
32666,32666,55622,5622,26781,50783,12259
32667,32667,13168,57314,33508,47265,12562
32668,32668,57624,2111,53899,36362,1989
32669,32669,21398,54546,16870,34995,29329
32670,32670,8426,34389,13814,9088,28701
32671,32671,10551,52519,40784,7031,35344
32672,32672,29627,17380,19640,24481,43692
32673,32673,38767,19242,41093,38099,12265
32674,32674,55659,592,1895,12206,2356
32675,32675,5795,22886,56318,42491,35629
32676,32676,3522,50132,20682,53555,38475
32677,32677,25161,22605,21637,10941,41021
32678,32678,2075,12916,1397,44529,56208
32679,32679,21417,22696,304,9470,25126
32680,32680,56221,52774,55022,52775,48284
32681,32681,35442,50250,49512,19190,46333
32682,32682,2842,35884,21828,20022,17237
32683,32683,20427,52101,28041,57091,31917
32684,32684,55672,21969,49961,38918,10768
32685,32685,19220,36303,27368,32197,29980
32686,32686,3833,9189,17633,41846,44437
32687,32687,36763,16282,36290,35908,31798
32688,32688,47457,16038,38616,12130,46399
32689,32689,57319,51339,56213,18746,52744
32690,32690,30945,10631,27619,45032,4704
32691,32691,13877,51211,48059,56422,16629
32692,32692,40515,31951,47119,11536,10431
32693,32693,53490,38785,13195,41835,698
32694,32694,9055,21327,5343,6306,37233
32695,32695,16758,36337,2008,50573,31579
32696,32696,54877,20646,15627,16345,37355
32697,32697,28310,14629,25325,3489,26413
32698,32698,21651,23714,51375,47934,40831
32699,32699,29353,4933,24326,16219,3557
32700,32700,20696,39166,11869,30841,4631
32701,32701,50349,3117,14399,49069,41734
32702,32702,47467,3368,16285,148,16432
32703,32703,33175,32228,13883,42505,12037
32704,32704,13420,35591,3930,34846,52533
32705,32705,5940,19858,47391,47407,35401
32706,32706,21101,54146,14897,41967,4878
32707,32707,16676,51828,19331,91,50213
32708,32708,48836,9790,45819,1030,3186
32709,32709,40323,16343,22779,3831,34045
32710,32710,35925,221,6291,42298,31643
32711,32711,49448,19199,13537,15582,54769
32712,32712,45799,28405,17738,31311,53854
32713,32713,56284,8328,10799,34911,7957
32714,32714,37358,14730,45072,38495,44688
32715,32715,32049,8035,14723,52263,5257
32716,32716,50589,56918,35509,34409,24210
32717,32717,31664,41419,2890,9652,37666
32718,32718,51234,50803,4058,24959,36820
32719,32719,57405,52925,53818,2974,20392
32720,32720,50515,826,38422,10950,56682
32721,32721,52310,52815,570,16254,47365
32722,32722,12916,57149,26921,8500,24148
32723,32723,19386,1448,54144,19329,17617
32724,32724,45792,54695,24642,36518,32069
32725,32725,36080,18095,20109,5193,28736
32726,32726,40734,55111,39247,23360,11729
32727,32727,26569,30111,39900,18387,29961
32728,32728,49565,9607,1552,51005,53475
32729,32729,19668,20344,11536,28851,56553
32730,32730,5855,14551,36758,40968,6643
32731,32731,11896,18197,6833,3377,34337
32732,32732,51316,26405,16748,1780,44619
32733,32733,35359,3594,7264,8737,41039
32734,32734,53703,16661,33056,25069,40928
32735,32735,28894,45862,38421,29350,41216
32736,32736,50349,3117,14399,49069,41734
32737,32737,16774,55541,44372,21685,42693
32738,32738,10244,13044,40924,14028,5329
32739,32739,16282,56243,22121,18875,25860
32740,32740,31566,29782,1098,12205,26889
32741,32741,41806,13703,48888,50174,7029
32742,32742,43314,23952,25908,7775,35986
32743,32743,29918,23565,32859,32498,45226
32744,32744,16539,47010,44045,22403,31261
32745,32745,31228,36013,6772,18586,40928
32746,32746,1916,41399,7451,50173,21893
32747,32747,47989,25667,4071,19776,24390
32748,32748,45500,2366,48454,13650,31220
32749,32749,3269,35717,34066,53639,40388
32750,32750,48197,38313,15259,43577,12101
32751,32751,19157,2461,15227,55211,34960
32752,32752,30845,32756,32768,14863,12937
32753,32753,54791,29746,27655,40759,9083
32754,32754,6326,10215,19603,17119,56791
32755,32755,13986,56833,16206,42028,42908
32756,32756,6119,3067,5991,27688,55416
32757,32757,16574,53813,23985,11892,57354
32758,32758,32532,51496,28778,8449,15196
32759,32759,27682,13189,10941,41021,55349
32760,32760,45178,17376,31242,14987,25123
32761,32761,50583,11395,5184,11783,29882
32762,32762,44518,23232,51244,4336,39593
32763,32763,38165,7841,47183,878,7643
32764,32764,42668,6880,7055,50607,50704
32765,32765,42077,55715,32291,4426,2645
32766,32766,4419,17571,47000,41115,29767
32767,32767,40691,44108,40638,10404,16270
32768,32768,46796,56743,52247,32752,19040
32769,32769,52888,19282,9667,4345,36673
32770,32770,38756,7064,50611,10419,33449
32771,32771,53272,36365,52371,41284,28473
32772,32772,28192,4265,34637,11931,121
32773,32773,48174,1711,55157,4398,5818
32774,32774,42105,50381,22145,29970,3744
32775,32775,33142,28841,8462,24625,34124
32776,32776,6008,19772,40209,46748,1707
32777,32777,5121,25581,33165,45705,18882
32778,32778,10042,22922,56759,21291,26915
32779,32779,41223,22922,56759,18960,26915
32780,32780,14545,40407,8955,32688,25176
32781,32781,18962,55455,53355,25531,7480
32782,32782,8981,17508,27150,30966,24863
32783,32783,20252,35623,20227,21616,2737
32784,32784,31545,34685,42164,40709,40405
32785,32785,24181,38696,40582,46327,4518
32786,32786,44466,39153,51429,255,54789
32787,32787,46872,27298,4813,14043,52479
32788,32788,14667,50891,39738,51460,17370
32789,32789,31537,48781,4189,56075,32814
32790,32790,9604,34368,877,27112,7985
32791,32791,11499,22804,37224,35404,19736
32792,32792,29237,5161,21482,16972,56671
32793,32793,42845,22130,660,55996,37666
32794,32794,31377,49251,33964,42378,19349
32795,32795,56216,670,27313,8171,2355
32796,32796,7406,36453,17654,6387,30019
32797,32797,24575,56050,33143,23267,28454
32798,32798,52351,18758,14830,49031,37796
32799,32799,56046,55739,9245,34839,8199
